Datetime,Open,High,Low,Close,Adj Close,Volume
2024-03-11 09:30:00-04:00,173.25,173.25,173.1999969482422,173.22000122070312,173.22000122070312,2916772
2024-03-11 09:31:00-04:00,173.0,173.0,172.8300018310547,172.9199981689453,172.9199981689453,375114
2024-03-11 09:32:00-04:00,173.47000122070312,173.47000122070312,173.46009826660156,173.46009826660156,173.46009826660156,406062
2024-03-11 09:33:00-04:00,173.46499633789062,173.77000427246094,173.10000610351562,173.44970703125,173.44970703125,484127
2024-03-11 09:34:00-04:00,173.5,173.5800018310547,173.49000549316406,173.5800018310547,173.5800018310547,334407
2024-03-11 09:35:00-04:00,173.5,173.65499877929688,173.3300018310547,173.63999938964844,173.63999938964844,331275
2024-03-11 09:36:00-04:00,174.0,174.0,173.91000366210938,173.92999267578125,173.92999267578125,651470
2024-03-11 09:37:00-04:00,173.94000244140625,174.0198974609375,173.5601043701172,173.56869506835938,173.56869506835938,358533
2024-03-11 09:38:00-04:00,173.5399932861328,173.55999755859375,173.52000427246094,173.55799865722656,173.55799865722656,336442
2024-03-11 09:39:00-04:00,173.25,173.25999450683594,173.25,173.2528076171875,173.2528076171875,327114
2024-03-11 09:40:00-04:00,173.64999389648438,173.66000366210938,173.63999938964844,173.66000366210938,173.66000366210938,371769
2024-03-11 09:41:00-04:00,173.6580047607422,173.83999633789062,173.57000732421875,173.76400756835938,173.76400756835938,394197
2024-03-11 09:42:00-04:00,174.0,174.0,173.97000122070312,173.97999572753906,173.97999572753906,392293
2024-03-11 09:43:00-04:00,173.86000061035156,173.8699951171875,173.85870361328125,173.8699951171875,173.8699951171875,289576
2024-03-11 09:44:00-04:00,173.86000061035156,173.90499877929688,173.86000061035156,173.889892578125,173.889892578125,325445
2024-03-11 09:45:00-04:00,173.89500427246094,173.89500427246094,173.8000030517578,173.85499572753906,173.85499572753906,212319
2024-03-11 09:46:00-04:00,173.375,173.375,173.36500549316406,173.36500549316406,173.36500549316406,264953
2024-03-11 09:47:00-04:00,173.5,173.68499755859375,173.5,173.60000610351562,173.60000610351562,212937
2024-03-11 09:48:00-04:00,173.375,173.4499969482422,173.32260131835938,173.41000366210938,173.41000366210938,171060
2024-03-11 09:49:00-04:00,173.375,173.5,173.32000732421875,173.35000610351562,173.35000610351562,240157
2024-03-11 09:50:00-04:00,173.33999633789062,173.37930297851562,173.27999877929688,173.3177947998047,173.3177947998047,184675
2024-03-11 09:51:00-04:00,173.3300018310547,173.3300018310547,173.0500030517578,173.10000610351562,173.10000610351562,271410
2024-03-11 09:52:00-04:00,173.11000061035156,173.27000427246094,172.88999938964844,173.27000427246094,173.27000427246094,309084
2024-03-11 09:53:00-04:00,173.27000427246094,173.27769470214844,173.13999938964844,173.24000549316406,173.24000549316406,179610
2024-03-11 09:54:00-04:00,173.24989318847656,173.47630310058594,173.2104949951172,173.3300018310547,173.3300018310547,182478
2024-03-11 09:55:00-04:00,173.3300018310547,173.5399932861328,173.30999755859375,173.46499633789062,173.46499633789062,289100
2024-03-11 09:56:00-04:00,173.46499633789062,173.89999389648438,173.4300994873047,173.77999877929688,173.77999877929688,326621
2024-03-11 09:57:00-04:00,173.7899932861328,173.99000549316406,173.77000427246094,173.97999572753906,173.97999572753906,190993
2024-03-11 09:58:00-04:00,173.99000549316406,173.99000549316406,173.75010681152344,173.86000061035156,173.86000061035156,196283
2024-03-11 09:59:00-04:00,173.8699951171875,173.91000366210938,173.71499633789062,173.8000030517578,173.8000030517578,184665
2024-03-11 10:00:00-04:00,173.80999755859375,173.93499755859375,173.74000549316406,173.9149932861328,173.9149932861328,204574
2024-03-11 10:01:00-04:00,173.9127960205078,173.97000122070312,173.74000549316406,173.9250030517578,173.9250030517578,210246
2024-03-11 10:02:00-04:00,173.92999267578125,173.97999572753906,173.83999633789062,173.94000244140625,173.94000244140625,171341
2024-03-11 10:03:00-04:00,173.93499755859375,173.99000549316406,173.91180419921875,173.9199981689453,173.9199981689453,357975
2024-03-11 10:04:00-04:00,173.91140747070312,173.97999572753906,173.82000732421875,173.92999267578125,173.92999267578125,214548
2024-03-11 10:05:00-04:00,173.92999267578125,173.93499755859375,173.5399932861328,173.59129333496094,173.59129333496094,299515
2024-03-11 10:06:00-04:00,173.59500122070312,173.64999389648438,173.2899932861328,173.36000061035156,173.36000061035156,238920
2024-03-11 10:07:00-04:00,173.35000610351562,173.35989379882812,173.02000427246094,173.14500427246094,173.14500427246094,229608
2024-03-11 10:08:00-04:00,173.13999938964844,173.49000549316406,173.13499450683594,173.4499969482422,173.4499969482422,198393
